ObservationDate,ObservationTime,EntryDateTime,StationNumber,StationName,Latitude,Longitude,TotalPrecipAmt,NewSnowDepth,NewSnowSWE,TotalSnowDepth,TotalSnowSWE,DateTimeStamp
4/17/20, 07:25 AM, 2020-04-17 07:34 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.03,0.2,0.02, NA, NA, 2020-04-17 11:33 AM
4/16/20, 07:00 AM, 2020-04-16 07:23 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,0.02,0.3, NA, NA, NA, 2020-04-16 11:22 AM
4/16/20, 07:30 AM, 2020-04-16 08:55 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.01,0.5,0.01,3.5, NA, 2020-04-16 12:54 PM
4/16/20, 07:00 AM, 2020-04-16 09:22 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.02,0.2,0.02,0.2, NA, 2020-04-16 01:21 PM
4/16/20, 06:30 AM, 2020-04-16 06:42 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.01, T, T, T, NA, 2020-04-16 10:41 AM
4/16/20, 07:00 AM, 2020-04-16 07:42 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683, T, T, T, T, NA, 2020-04-16 11:42 AM
4/16/20, 07:00 AM, 2020-04-16 08:03 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478, T, T, T, T, T, 2020-04-16 12:02 PM
4/15/20, 07:00 AM, 2020-04-15 07:06 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,0.02,0.3, NA, NA, NA, 2020-04-15 11:06 AM
4/15/20, 08:00 AM, 2020-04-15 08:32 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28, T,0.1, T,3.5, NA, 2020-04-15 12:32 PM
4/15/20, 07:00 AM, 2020-04-15 09:01 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.01,0.1, NA, T, NA, 2020-04-15 01:01 PM
4/15/20, 07:00 AM, 2020-04-15 07:36 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0.02,0.2,0.02,0.2,0.02, 2020-04-15 11:35 AM
4/15/20, 07:00 AM, 2020-04-15 08:35 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.01,0.2,0.01,0, NA, 2020-04-15 12:35 PM
4/15/20, 07:15 AM, 2020-04-15 07:24 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.02,0.1,0.01, T, NA, 2020-04-15 11:24 AM
4/14/20, 06:30 AM, 2020-04-14 06:54 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.95,0,0,5, NA, 2020-04-14 10:53 AM
4/14/20, 07:00 AM, 2020-04-14 07:07 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,1.01, NA, NA, NA, NA, 2020-04-14 11:07 AM
4/14/20, 07:00 AM, 2020-04-14 09:07 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.86,0,0,0, NA, 2020-04-14 01:07 PM
4/14/20, 07:05 AM, 2020-04-14 07:10 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.79, NA, NA, NA, NA, 2020-04-14 11:10 AM
4/14/20, 07:00 AM, 2020-04-14 09:11 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.6,0,0,0, NA, 2020-04-14 01:11 PM
4/14/20, 07:00 AM, 2020-04-14 07:49 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0.47, NA, NA, NA, NA, 2020-04-14 11:48 AM
4/13/20, 07:00 AM, 2020-04-13 07:14 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.04,0,0,0, NA, 2020-04-13 11:14 AM
4/13/20, 07:30 AM, 2020-04-13 07:49 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.04,0,0,10, NA, 2020-04-13 11:48 AM
4/13/20, 01:46 PM, 2020-04-13 01:50 PM, VT-OL-11, East Craftsbury 0.8 NE,44.6502341,-72.3296945,0.22, NA, NA, NA, NA, 2020-04-13 05:50 PM
4/13/20, 07:00 AM, 2020-04-13 07:31 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478, T, NA, NA, NA, NA, 2020-04-13 11:31 AM
4/13/20, 07:00 AM, 2020-04-13 07:23 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.01,0,0,0, NA, 2020-04-13 11:23 AM
4/13/20, 07:15 AM, 2020-04-13 07:18 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.04,0, NA,0.5, NA, 2020-04-13 11:17 AM
4/12/20, 07:00 AM, 2020-04-12 07:53 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.01, T, NA,2.5, NA, 2020-04-12 11:53 AM
4/12/20, 07:20 AM, 2020-04-12 07:26 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0, NA,3.5, NA, 2020-04-12 11:26 AM
4/12/20, 07:00 AM, 2020-04-12 08:05 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.01,0.1,0.01,2, NA, 2020-04-12 12:05 PM
4/12/20, 07:00 AM, 2020-04-12 08:21 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0, NA, NA, NA, 2020-04-12 12:20 PM
4/11/20, 07:30 AM, 2020-04-11 07:43 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,0.25,2.1, NA, NA, NA, 2020-04-11 11:42 AM
4/11/20, 07:30 AM, 2020-04-11 07:50 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.14,2.5,0.14,14, NA, 2020-04-11 11:50 AM
4/11/20, 07:00 AM, 2020-04-11 08:27 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.2,2.7,0.2,3.5, NA, 2020-04-11 12:26 PM
4/11/20, 07:00 AM, 2020-04-11 07:56 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0.23,1.5,0.19,2, NA, 2020-04-11 11:55 AM
4/11/20, 07:00 AM, 2020-04-11 09:14 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.09,0.5,0.09,2, NA, 2020-04-11 01:14 PM
4/11/20, 07:13 AM, 2020-04-11 07:24 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.29,1.5,0.14,5, NA, 2020-04-11 11:24 AM
4/10/20, 07:00 AM, 2020-04-10 07:16 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.96,3.6, NA,3.5, NA, 2020-04-10 11:15 AM
4/10/20, 07:30 AM, 2020-04-10 07:33 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,1.5,6, NA, NA, NA, 2020-04-10 11:32 AM
4/10/20, 07:30 AM, 2020-04-10 08:02 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.75,4.5, NA,13, NA, 2020-04-10 12:02 PM
4/10/20, 09:00 AM, 2020-04-10 10:22 AM, VT-OL-11, East Craftsbury 0.8 NE,44.6502341,-72.3296945,1.06,2.5, NA, NA, NA, 2020-04-10 02:21 PM
4/10/20, 06:55 AM, 2020-04-10 07:01 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,1.6,6,0.71,6, NA, 2020-04-10 11:01 AM
4/10/20, 07:00 AM, 2020-04-14 01:40 PM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.92,2.5,0.34,2, NA, 2020-04-14 05:40 PM
4/10/20, 07:00 AM, 2020-04-10 09:10 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,1.57,5.5,0.69,5.5,0.69, 2020-04-10 01:09 PM
4/9/20, 07:00 AM, 2020-04-09 08:19 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0,0,0,0, NA, 2020-04-09 12:19 PM
4/9/20, 09:15 AM, 2020-04-09 09:33 AM, VT-OL-11, East Craftsbury 0.8 NE,44.6502341,-72.3296945,0,0, NA, NA, NA, 2020-04-09 01:33 PM
4/9/20, 07:00 AM, 2020-04-09 07:41 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0, NA, NA, NA, 2020-04-09 11:41 AM
4/9/20, 07:00 AM, 2020-04-09 08:30 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,0, NA, 2020-04-09 12:29 PM
4/9/20, 06:20 AM, 2020-04-09 06:24 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0, NA, NA, NA, 2020-04-09 10:23 AM
4/8/20, 07:00 AM, 2020-04-08 09:37 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0,0,0,0, NA, 2020-04-08 01:36 PM
4/8/20, 07:00 AM, 2020-04-17 07:40 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0, NA, NA, NA, 2020-04-17 11:40 AM
4/8/20, 07:00 AM, 2020-04-08 08:59 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,0, NA, 2020-04-08 12:58 PM
4/8/20, 07:00 AM, 2020-04-08 07:33 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0, NA, NA, NA, 2020-04-08 11:33 AM
4/7/20, 07:00 AM, 2020-04-07 07:14 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0,0,0,0, NA, 2020-04-07 11:14 AM
4/7/20, 07:00 AM, 2020-04-07 07:28 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0,0,0,9, NA, 2020-04-07 11:28 AM
4/7/20, 07:00 AM, 2020-04-07 07:30 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0, NA, NA, NA, 2020-04-07 11:29 AM
4/7/20, 07:00 AM, 2020-04-07 08:16 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,0, NA, 2020-04-07 12:16 PM
4/7/20, 07:20 AM, 2020-04-07 07:32 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0, NA, NA, NA, 2020-04-07 11:31 AM
4/6/20, 06:30 AM, 2020-04-07 09:47 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.05,0,0, NA, NA, 2020-04-07 01:46 PM
4/6/20, 07:00 AM, 2020-04-06 06:56 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,0.03, NA, NA, NA, NA, 2020-04-06 10:55 AM
4/6/20, 07:00 AM, 2020-04-06 09:51 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.06,0,0,0, NA, 2020-04-06 01:50 PM
4/6/20, 07:00 AM, 2020-04-06 07:09 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.23, NA, NA, NA, NA, 2020-04-06 11:08 AM
4/6/20, 07:00 AM, 2020-04-06 08:13 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.07,0,0,0, NA, 2020-04-06 12:12 PM
4/6/20, 07:00 AM, 2020-04-06 07:27 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0.04, NA, NA, NA, NA, 2020-04-06 11:27 AM
4/5/20, 07:00 AM, 2020-04-05 08:11 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0,0,0,0, NA, 2020-04-05 12:11 PM
4/5/20, 06:30 AM, 2020-04-07 09:47 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0,0, NA, NA, NA, 2020-04-07 01:46 PM
4/5/20, 07:00 AM, 2020-04-05 07:44 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0, NA, NA, NA, 2020-04-05 11:44 AM
4/5/20, 07:00 AM, 2020-04-05 08:19 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,0, NA, 2020-04-05 12:18 PM
4/5/20, 07:20 AM, 2020-04-05 07:23 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0, NA, NA, NA, 2020-04-05 11:23 AM
4/4/20, 07:00 AM, 2020-04-04 08:13 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.07,0,0, T, NA, 2020-04-04 12:13 PM
4/4/20, 08:30 AM, 2020-04-04 08:59 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.11,0,0,13, NA, 2020-04-04 12:58 PM
4/4/20, 07:25 AM, 2020-04-04 07:29 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0, NA,0.5, NA, 2020-04-04 11:29 AM
4/4/20, 07:00 AM, 2020-04-04 08:30 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,0, NA, 2020-04-04 12:29 PM
4/4/20, 07:00 AM, 2020-04-04 07:49 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0, NA, NA, NA, 2020-04-04 11:49 AM
4/3/20, 07:00 AM, 2020-04-03 07:16 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.7,1.3, NA,4, NA, 2020-04-03 11:16 AM
4/3/20, 07:00 AM, 2020-04-03 07:36 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,0.41,1.8, NA, NA, NA, 2020-04-03 11:36 AM
4/3/20, 08:00 AM, 2020-04-03 08:04 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.31,2.2, NA,14, NA, 2020-04-03 12:04 PM
4/3/20, 07:00 AM, 2020-04-03 07:07 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0.47, NA, NA, T, T, 2020-04-03 11:07 AM
4/3/20, 07:00 AM, 2020-04-03 08:13 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.73,3,0.73,2, NA, 2020-04-03 12:12 PM
4/3/20, 06:40 AM, 2020-04-03 06:46 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.55, NA, NA,1, NA, 2020-04-03 10:45 AM
4/2/20, 07:30 AM, 2020-04-02 07:33 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.01,0.2,0.01,14, NA, 2020-04-02 11:33 AM
4/2/20, 08:00 AM, 2020-04-02 07:58 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,0.03,0.2, NA, NA, NA, 2020-04-02 11:58 AM
4/2/20, 07:00 AM, 2020-04-02 09:03 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444, T, T, T,3.5, NA, 2020-04-02 01:03 PM
4/2/20, 06:35 AM, 2020-04-02 06:42 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0, NA,1, NA, 2020-04-02 10:41 AM
4/2/20, 07:00 AM, 2020-04-02 07:55 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,0, NA, 2020-04-02 11:55 AM
4/2/20, 07:00 AM, 2020-04-02 07:32 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0.01,0.2,0.01,0.2,0.01, 2020-04-02 11:31 AM
4/1/20, 06:30 AM, 2020-04-04 09:25 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0,0, NA, NA, NA, 2020-04-04 01:25 PM
4/1/20, 07:00 AM, 2020-04-01 09:10 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0,0,0,3.5, NA, 2020-04-01 01:09 PM
4/1/20, 07:00 AM, 2020-04-01 07:38 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0, NA, NA, NA, 2020-04-01 11:37 AM
4/1/20, 07:00 AM, 2020-04-01 08:24 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,0, NA, 2020-04-01 12:24 PM
4/1/20, 06:25 AM, 2020-04-01 06:30 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0, NA,1.5, NA, 2020-04-01 10:29 AM
3/31/20, 07:00 AM, 2020-03-31 07:03 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.25,1.7, NA,16, NA, 2020-03-31 11:02 AM
3/31/20, 07:00 AM, 2020-03-31 08:03 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.28,1.6, NA,5, NA, 2020-03-31 12:02 PM
3/31/20, 08:00 AM, 2020-03-31 08:19 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,0.03, NA, NA, NA, NA, 2020-03-31 12:18 PM
3/31/20, 06:50 AM, 2020-03-31 06:55 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.35,0.2,0.01,1.5, NA, 2020-03-31 10:54 AM
3/31/20, 07:00 AM, 2020-03-31 08:55 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.06,0.2,0.03,0, NA, 2020-03-31 12:55 PM
3/31/20, 07:00 AM, 2020-03-31 07:48 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0.04,0.3,0.01,0.3,0.01, 2020-03-31 11:48 AM
3/30/20, 06:30 AM, 2020-03-30 06:56 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.96,0.2, NA,14.5, NA, 2020-03-30 10:56 AM
3/30/20, 07:00 AM, 2020-03-30 07:28 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,0.88, NA, NA, NA, NA, 2020-03-30 11:28 AM
3/30/20, 07:00 AM, 2020-03-30 07:34 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.95,0.2, NA,4, NA, 2020-03-30 11:33 AM
3/30/20, 01:42 PM, 2020-03-30 01:46 PM, VT-OL-11, East Craftsbury 0.8 NE,44.6502341,-72.3296945,0.74, NA, NA, T, NA, 2020-03-30 05:46 PM
3/30/20, 07:00 AM, 2020-03-30 07:29 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0.72,0,0,0,0, 2020-03-30 11:29 AM
3/30/20, 07:00 AM, 2020-03-30 08:32 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.76,0,0,0, NA, 2020-03-30 12:31 PM
3/30/20, 07:05 AM, 2020-03-30 07:14 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.88,0,0,1.5,0.85, 2020-03-30 11:14 AM
3/29/20, 08:30 AM, 2020-03-29 08:43 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0,0,0,15, NA, 2020-03-29 12:42 PM
3/29/20, 07:00 AM, 2020-03-29 09:42 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0,0,0,4.5, NA, 2020-03-29 01:42 PM
3/29/20, 12:06 PM, 2020-03-29 12:21 PM, VT-OL-11, East Craftsbury 0.8 NE,44.6502341,-72.3296945,0.12, NA, NA, T, NA, 2020-03-29 04:20 PM
3/29/20, 07:25 AM, 2020-03-29 07:28 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0,0,2.5, NA, 2020-03-29 11:28 AM
3/29/20, 07:00 AM, 2020-03-29 08:27 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,0, NA, 2020-03-29 12:27 PM
3/29/20, 07:00 AM, 2020-03-29 07:57 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0,0,0,0, 2020-03-29 11:56 AM
3/28/20, 06:30 AM, 2020-04-04 09:25 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0,0, NA, NA, NA, 2020-04-04 01:25 PM
3/28/20, 07:00 AM, 2020-03-28 09:40 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0,0,0,4.5, NA, 2020-03-28 01:39 PM
3/28/20, 10:30 AM, 2020-03-28 01:27 PM, VT-OL-11, East Craftsbury 0.8 NE,44.6502341,-72.3296945,0,0, NA, NA, NA, 2020-03-28 05:27 PM
3/28/20, 07:00 AM, 2020-03-28 08:05 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,0, NA, 2020-03-28 12:04 PM
3/28/20, 06:45 AM, 2020-03-28 06:54 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0,0,2.5, NA, 2020-03-28 10:53 AM
3/27/20, 07:30 AM, 2020-03-27 08:00 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0.04,0.2, NA,17, NA, 2020-03-27 12:00 PM
3/27/20, 07:00 AM, 2020-03-27 08:21 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0.09,0.2, NA,6, NA, 2020-03-27 12:20 PM
3/27/20, 08:00 AM, 2020-03-27 09:14 AM, VT-OL-6, Morgan 6.7 SE,44.855333,-71.906667,0.03, NA, NA, NA, NA, 2020-03-27 01:13 PM
3/27/20, 09:00 AM, 2020-03-27 06:16 PM, VT-OL-11, East Craftsbury 0.8 NE,44.6502341,-72.3296945,0.05, NA, NA, T, NA, 2020-03-27 10:16 PM
3/27/20, 07:05 AM, 2020-03-27 07:14 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0.14,0,0,3.5, NA, 2020-03-27 11:13 AM
3/27/20, 07:00 AM, 2020-03-27 08:21 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0.03, T, T,0, NA, 2020-03-27 12:21 PM
3/27/20, 07:00 AM, 2020-03-27 08:20 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0.04,0,0,0,0, 2020-03-27 12:20 PM
3/26/20, 07:00 AM, 2020-03-26 08:50 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0,0,0,8, NA, 2020-03-26 12:50 PM
3/26/20, 09:00 AM, 2020-03-26 07:48 PM, VT-OL-11, East Craftsbury 0.8 NE,44.6502341,-72.3296945,0,0, NA, NA, NA, 2020-03-26 11:48 PM
3/26/20, 06:30 AM, 2020-04-04 09:25 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0,0, NA, NA, NA, 2020-04-04 01:25 PM
3/26/20, 07:00 AM, 2020-03-26 07:31 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0,0,0,0, 2020-03-26 11:30 AM
3/26/20, 07:00 AM, 2020-03-26 07:43 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,3, NA, 2020-03-26 11:43 AM
3/26/20, 07:15 AM, 2020-03-26 07:22 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0,0,4, NA, 2020-03-26 11:21 AM
3/25/20, 06:30 AM, 2020-04-04 09:25 AM, VT-OL-12, Greensboro 3.9 NNE,44.631,-72.28,0,0, NA, NA, NA, 2020-04-04 01:25 PM
3/25/20, 07:00 AM, 2020-03-26 08:51 AM, VT-OL-9, Greensboro 2.1 NNW,44.60527778,-72.30944444,0,0,0,12, NA, 2020-03-26 12:50 PM
3/25/20, 06:55 AM, 2020-03-25 07:06 AM, VT-OL-1, Westfield 0.7 WNW,44.8916,-72.4435,0,0,0,5, NA, 2020-03-25 11:05 AM
3/25/20, 07:00 AM, 2020-03-25 07:23 AM, VT-OL-2, Barton 3.0 ENE,44.75863,-72.11683,0,0,0,6, NA, 2020-03-25 11:23 AM
3/25/20, 07:00 AM, 2020-03-25 07:30 AM, VT-OL-5, Derby Center 1.8 NW,44.972,-72.1478,0,0,0,2.1, NA, 2020-03-25 11:30 AM
