ObservationDate,ObservationTime,EntryDateTime,StationNumber,StationName,Latitude,Longitude,TotalPrecipAmt,NewSnowDepth,NewSnowSWE,TotalSnowDepth,TotalSnowSWE,DateTimeStamp
3/16/20, 07:00 AM, 2020-03-16 07:13 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-03-16 11:13 AM
3/15/20, 07:00 AM, 2020-03-15 07:12 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0, NA, NA, NA, 2020-03-15 11:12 AM
3/15/20, 09:00 AM, 2020-03-15 09:22 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-03-15 01:22 PM
3/14/20, 09:00 AM, 2020-03-14 09:15 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.18, T, T, NA, NA, 2020-03-14 01:14 PM
3/14/20, 07:00 AM, 2020-03-14 06:59 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.2,0,0, NA, NA, 2020-03-14 10:59 AM
3/13/20, 07:00 AM, 2020-03-13 07:25 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.02,0,0, NA, NA, 2020-03-13 11:24 AM
3/13/20, 09:00 AM, 2020-03-13 09:12 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.01,0,0,2, NA, 2020-03-13 01:12 PM
3/12/20, 09:00 AM, 2020-03-12 09:02 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-03-12 01:02 PM
3/12/20, 07:00 AM, 2020-03-12 07:21 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-03-12 11:21 AM
3/11/20, 07:00 AM, 2020-03-11 07:12 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.22,0,0, NA, NA, 2020-03-11 11:12 AM
3/11/20, 09:00 AM, 2020-03-11 11:05 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.33,0,0, NA, NA, 2020-03-11 03:04 PM
3/10/20, 09:00 AM, 2020-03-10 09:48 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.06,0,0, NA, NA, 2020-03-10 01:48 PM
3/10/20, 07:00 AM, 2020-03-10 07:01 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455, T,0,0,5.5, NA, 2020-03-10 11:00 AM
3/9/20, 07:00 AM, 2020-03-09 07:02 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-03-09 11:01 AM
3/9/20, 09:00 AM, 2020-03-09 09:21 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-03-09 01:21 PM
3/8/20, 09:00 AM, 2020-03-08 11:58 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0,7.5, NA, 2020-03-08 03:57 PM
3/8/20, 07:00 AM, 2020-03-08 07:11 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-03-08 11:11 AM
3/7/20, 07:00 AM, 2020-03-07 07:00 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-03-07 12:00 PM
3/7/20, 09:00 AM, 2020-03-07 09:03 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034, T, T, T, NA, NA, 2020-03-07 02:02 PM
3/6/20, 09:00 AM, 2020-03-06 08:55 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-03-06 01:54 PM
3/6/20, 07:00 AM, 2020-03-06 06:55 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-03-06 11:55 AM
3/5/20, 07:00 AM, 2020-03-05 08:00 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-03-05 01:00 PM
3/5/20, 09:00 AM, 2020-03-05 09:08 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034, T, T, T, NA, NA, 2020-03-05 02:08 PM
3/4/20, 09:00 AM, 2020-03-04 10:20 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.18, T, NA, NA, NA, 2020-03-04 03:19 PM
3/4/20, 07:00 AM, 2020-03-04 07:04 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.21,0,0,9, NA, 2020-03-04 12:03 PM
3/3/20, 07:00 AM, 2020-03-03 07:12 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.12,0,0, NA, NA, 2020-03-03 12:11 PM
3/3/20, 09:00 AM, 2020-03-03 10:02 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.07, T, NA,13.5, NA, 2020-03-03 03:01 PM
3/2/20, 09:00 AM, 2020-03-02 09:43 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034, T, T, T, NA, NA, 2020-03-02 02:42 PM
3/2/20, 07:00 AM, 2020-03-02 07:25 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-03-02 12:24 PM
3/1/20, 07:00 AM, 2020-03-01 08:10 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-03-01 01:10 PM
3/1/20, 09:00 AM, 2020-03-28 08:47 PM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.01,0.3,0.01, NA, NA, 2020-03-29 12:46 AM
2/29/20, 09:00 AM, 2020-02-29 10:12 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.04,1.1,0.4,15, NA, 2020-02-29 03:12 PM
2/29/20, 07:00 AM, 2020-02-29 07:07 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.01,0.3,0.01,12, NA, 2020-02-29 12:07 PM
2/28/20, 07:00 AM, 2020-02-28 07:03 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.41,2.3, NA, NA, NA, 2020-02-28 12:03 PM
2/28/20, 09:00 AM, 2020-02-29 10:13 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034, NA,4.3, NA, NA, NA, 2020-02-29 03:12 PM
2/27/20, 09:00 AM, 2020-02-27 09:29 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.12,0.2,0.02, NA, NA, 2020-02-27 02:28 PM
2/27/20, 07:00 AM, 2020-02-27 07:02 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.03,0,0, NA, NA, 2020-02-27 12:02 PM
2/26/20, 07:00 AM, 2020-02-26 06:54 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0,10.6, NA, 2020-02-26 11:53 AM
2/26/20, 09:00 AM, 2020-02-26 09:15 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.01, T, T, NA, NA, 2020-02-26 02:15 PM
2/25/20, 09:00 AM, 2020-02-25 12:34 PM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-02-25 05:34 PM
2/25/20, 07:00 AM, 2020-02-25 07:01 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0,12, NA, 2020-02-25 12:00 PM
2/24/20, 07:00 AM, 2020-02-24 07:28 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-24 12:28 PM
2/24/20, 09:00 AM, 2020-02-24 09:10 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-02-24 02:10 PM
2/23/20, 09:00 AM, 2020-02-23 09:03 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-02-23 02:02 PM
2/23/20, 07:00 AM, 2020-02-23 07:19 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-23 12:19 PM
2/22/20, 07:00 AM, 2020-02-22 07:14 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-22 12:14 PM
2/22/20, 09:00 AM, 2020-02-22 09:03 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-02-22 02:02 PM
2/21/20, 09:00 AM, 2020-02-22 09:03 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-02-22 02:02 PM
2/21/20, 07:00 AM, 2020-02-21 07:05 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-21 12:04 PM
2/20/20, 07:00 AM, 2020-02-20 07:21 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-20 12:21 PM
2/20/20, 09:00 AM, 2020-02-20 09:32 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034, T, T, T, NA, NA, 2020-02-20 02:31 PM
2/19/20, 09:00 AM, 2020-02-19 10:58 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.05,0.7,0.05, NA, NA, 2020-02-19 03:57 PM
2/19/20, 07:00 AM, 2020-02-19 07:23 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.08,1.4,0.08, NA, NA, 2020-02-19 12:22 PM
2/18/20, 07:00 AM, 2020-02-18 07:08 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-18 12:07 PM
2/18/20, 09:00 AM, 2020-02-18 11:32 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.01, T, NA, NA, NA, 2020-02-18 04:31 PM
2/17/20, 09:00 AM, 2020-02-17 10:16 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.01,0.1,0.01, NA, NA, 2020-02-17 03:16 PM
2/17/20, 07:00 AM, 2020-02-17 07:09 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455, T, T, T, NA, NA, 2020-02-17 12:09 PM
2/16/20, 07:00 AM, 2020-02-16 07:17 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-16 12:17 PM
2/16/20, 09:00 AM, 2020-02-16 09:27 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-02-16 02:26 PM
2/15/20, 09:00 AM, 2020-02-15 09:05 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-02-15 02:04 PM
2/15/20, 07:00 AM, 2020-02-15 07:02 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-15 12:01 PM
2/14/20, 07:00 AM, 2020-02-14 07:10 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.04,0.6,0.04, NA, NA, 2020-02-14 12:09 PM
2/13/20, 07:00 AM, 2020-02-13 07:04 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.03,0.3,0.03,14.5, NA, 2020-02-13 12:04 PM
2/12/20, 07:00 AM, 2020-02-12 07:07 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455, T, T, T,15.5, NA, 2020-02-12 12:06 PM
2/12/20, 09:00 AM, 2020-02-12 12:03 PM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034, T, T, T, NA, NA, 2020-02-12 05:03 PM
2/11/20, 09:00 AM, 2020-02-11 10:34 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.03, T, NA, NA, NA, 2020-02-11 03:33 PM
2/11/20, 07:00 AM, 2020-02-11 07:12 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.03,0,0, NA, NA, 2020-02-11 12:11 PM
2/10/20, 07:00 AM, 2020-02-10 07:54 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.04,1.3,0.04,20.6, NA, 2020-02-10 12:53 PM
2/10/20, 09:00 AM, 2020-02-10 09:12 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.1,1.9,0.1, NA, NA, 2020-02-10 02:12 PM
2/9/20, 09:00 AM, 2020-02-09 09:03 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-02-09 02:02 PM
2/9/20, 07:00 AM, 2020-02-09 07:04 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-09 12:03 PM
2/8/20, 07:00 AM, 2020-02-08 07:00 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.92,11.2,0.92, NA, NA, 2020-02-08 11:59 AM
2/8/20, 09:00 AM, 2020-02-08 12:54 PM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.83,10.6,0.83, NA, NA, 2020-02-08 05:53 PM
2/7/20, 09:00 AM, 2020-02-07 04:10 PM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0.48,2.1, NA, NA, NA, 2020-02-07 09:09 PM
2/7/20, 07:00 AM, 2020-02-07 07:06 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.66,1.3,0.66, NA, NA, 2020-02-07 12:05 PM
2/6/20, 07:00 AM, 2020-02-06 07:05 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455, NA,1, NA, NA, NA, 2020-02-06 12:05 PM
2/5/20, 07:00 AM, 2020-02-05 07:11 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0.02,0.6,0.02, NA, NA, 2020-02-05 12:11 PM
2/4/20, 07:00 AM, 2020-02-04 07:05 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-04 12:05 PM
2/4/20, 09:00 AM, 2020-02-04 09:03 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034,0,0,0, NA, NA, 2020-02-04 02:02 PM
2/3/20, 09:00 AM, 2020-02-03 09:08 AM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034, T, T, T, NA, NA, 2020-02-03 02:08 PM
2/3/20, 07:00 AM, 2020-02-03 07:20 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455, T, T, T, NA, NA, 2020-02-03 12:20 PM
2/2/20, 07:00 AM, 2020-02-02 07:14 AM, VT-FR-19, Swanton 0.5 NNE,44.925904,-73.121455,0,0,0, NA, NA, 2020-02-02 12:14 PM
2/2/20, 09:00 AM, 2020-02-02 01:02 PM, VT-FR-21, Fairfax 4.9 WNW,44.6888,-73.1034, T, T, T, NA, NA, 2020-02-02 06:02 PM
